lat,lon,name,operator,opening_hours,Unnamed: 5,prixDiesel,prixDieselExcellium,prixEssence95,prixEssence98,prixLPG,derniereModification,url
50.0053897,14.5748209,Makro,Makro,Mo-Sa 06:00-22:00;Su 07:00-22:00,,39.04,,41.68,,24.2,17-06-2026,https://www.mbenzin.cz/
49.8725174,14.888697,,,,,39.53,,41.22,,24.18,17-06-2026,https://www.mbenzin.cz/
50.5028054,14.1456279,,,,,39.5,,40.85,,24.62,17-06-2026,https://www.mbenzin.cz/
49.9760449,12.857171,RMV,,"Mo-Fr 05:30-21:00; Sa,Su,PH 07:00-21:00",,39.39,,41.1,,24.6,17-06-2026,https://www.mbenzin.cz/
49.4753417,15.014077,,,,,39.07,,41.06,,23.92,17-06-2026,https://www.mbenzin.cz/
49.1982882,14.2115363,Benzina,,,,39.67,,41.63,,24.37,17-06-2026,https://www.mbenzin.cz/
49.200005,14.2096435,MOL Protivín,"MOL Česká republika, s.r.o.",06:00-22:00,,39.94,,42.78,,24.17,17-06-2026,https://www.mbenzin.cz/
49.2496312,18.0008506,MOL Valašská Polanka,"MOL Česká republika, s.r.o.",06:00-20:00,,40.07,,41.87,,24.46,17-06-2026,https://www.mbenzin.cz/
50.119181,14.5552184,RoBiN OIL V. radiála,RoBiN OIL s.r.o.,24/7,,39.45,,41.5,,24.58,17-06-2026,https://www.mbenzin.cz/
50.033686,14.4416462,OMV,"OMV Česká republika, s.r.o.",24/7,,41.1,,42.86,,24.43,17-06-2026,https://www.mbenzin.cz/
49.6385466,16.2198507,,,,,39.64,,40.98,,24.03,17-06-2026,https://www.mbenzin.cz/
49.996977,14.6477938,Profi Auto CZ,,,,39.23,,41.73,,24.27,17-06-2026,https://www.mbenzin.cz/
49.3290017,18.0014687,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.56,,40.51,,24.61,17-06-2026,https://www.mbenzin.cz/
49.3164774,17.974817,Unicorn,Unicorn,,,39.84,,41.57,,24.21,17-06-2026,https://www.mbenzin.cz/
49.958699,14.528097,"MOL, Jesenice u Prahy","MOL Česká republika, s.r.o.",24/7,,39.64,,42.39,,24.84,17-06-2026,https://www.mbenzin.cz/
49.7077771,13.2260452,"E.ON Energie, a.s.","E.ON Energie, a.s.",,,39.54,,41.6,,24.23,17-06-2026,https://www.mbenzin.cz/
50.077606,14.5106067,TVAJA CNG,TVAJA CNG s.r.o.,,,38.99,,40.85,,24.24,17-06-2026,https://www.mbenzin.cz/
50.0557542,14.462708,,"Pražská plynárenská, a.s.",,,39.41,,41.3,,24.16,17-06-2026,https://www.mbenzin.cz/
49.6750027,18.3885006,"MOL, Dobrá","MOL Česká republika, s.r.o.",Mo-Sa 05:00-22:00; Su 07:00-20:00,,40.2,,41.7,,24.62,17-06-2026,https://www.mbenzin.cz/
49.8434807,13.8855534,CS Point,JT Invest Group s.r.o.,05:30-21:30,,39.41,,40.81,,24.31,17-06-2026,https://www.mbenzin.cz/
49.4737985,14.0711957,POLARI,"Polari, spol. s r.o.",,,39.9,,41.53,,24.61,17-06-2026,https://www.mbenzin.cz/
50.0658331,14.5489282,DB9,,"Mo-Fr 06:00-21:00; Sa,Su 08:00-20:00",,39.08,,41.68,,24.06,17-06-2026,https://www.mbenzin.cz/
49.8095436,18.2548813,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,38.89,,41.86,,24.26,17-06-2026,https://www.mbenzin.cz/
49.8433998,18.2792588,CNG,"innogy Energo, s.r.o.",24/7,,39.05,,41.5,,24.16,17-06-2026,https://www.mbenzin.cz/
49.3863146,15.6007103,CNG,"Dopravní podnik města Jihlavy, a.s.",,,39.76,,41.3,,24.62,17-06-2026,https://www.mbenzin.cz/
49.8707479,13.8942844,Bonett,Bonett Group,24/7,,39.55,,40.91,,24.06,17-06-2026,https://www.mbenzin.cz/
50.5080693,14.1472347,,Autoexpert spol. s r.o.,,,39.31,,40.6,,24.45,17-06-2026,https://www.mbenzin.cz/
50.0403037,14.468191,OMV,OMV,24/7,,40.44,,42.67,,24.74,17-06-2026,https://www.mbenzin.cz/
50.0594159,15.7496773,Globus,"Globus ČR, v.o.s.",24/7,,38.95,,41.46,,24.48,17-06-2026,https://www.mbenzin.cz/
50.0631748,14.531875,,"TRANSCENTRUM, a.s.",24/7,,38.86,,40.81,,24.37,17-06-2026,https://www.mbenzin.cz/
49.7690236,14.676833,CNG,CNG PORT BENE s.r.o.,,,39.94,,41.55,,24.34,17-06-2026,https://www.mbenzin.cz/
48.8291607,16.8584651,KM - Prona,KM - Prona Trading,Mo-Su 05:00-22:00,,38.85,,41.12,,24.01,17-06-2026,https://www.mbenzin.cz/
50.0099753,14.4708398,Silmet Praha-Libuš,SILMET Příbram a.s.,Mo-Fr 05:00-22:00; Sa-Su 07:00-21:00,,38.96,,41.73,,24.03,17-06-2026,https://www.mbenzin.cz/
49.2054923,17.5168429,LPG,,,,39.98,,40.62,,24.57,17-06-2026,https://www.mbenzin.cz/
49.5609771,17.2627712,Amigo,Sally Truck s.r.o.,24/7,,38.86,,41.67,,24.29,17-06-2026,https://www.mbenzin.cz/
49.3420872,17.9933527,EuroOil Vsetín,"Čepro, a.s.",Mo-Su 06:00-20:00,,39.88,,40.63,,24.23,17-06-2026,https://www.mbenzin.cz/
48.8560497,16.4878038,Zaris,Zaris,"Mo-Fr 06:00-20:00; Sa,Su,PH 07:00-20:00",,38.81,,41.18,,24.32,17-06-2026,https://www.mbenzin.cz/
50.3870911,13.5415103,Robin Oil,Čepro,24/7,,39.76,,40.88,,24.41,17-06-2026,https://www.mbenzin.cz/
48.778903,16.9015219,A+S,Zaris,24/7,,38.93,,41.51,,24.19,17-06-2026,https://www.mbenzin.cz/
49.5369087,14.0812273,OMV,OMV,Mo-Su 05:30-20:00,,40.84,,42.79,,24.78,17-06-2026,https://www.mbenzin.cz/
49.3289999,18.0012479,Z-Group,Z-Group a.s.,24/7,,39.3,,40.53,,24.36,17-06-2026,https://www.mbenzin.cz/
49.3518363,17.9727899,Gemini Petrol,Gemini Petrol s.r.o.,,,38.88,,41.29,,24.33,17-06-2026,https://www.mbenzin.cz/
49.7735507,16.8211313,Gold Studená Loučka,LUGO plus s.r.o.,24/7,,39.5,,41.29,,24.5,17-06-2026,https://www.mbenzin.cz/
49.7144358,16.2566519,Orlen,,05:00-23:00,,39.63,,41.1,,24.43,17-06-2026,https://www.mbenzin.cz/
49.6607982,18.355123,DELO,ZDENĚK STRATIL,,,39.22,,41.68,,24.08,17-06-2026,https://www.mbenzin.cz/
50.2397009,15.5054487,,,,,39.8,,40.68,,24.16,17-06-2026,https://www.mbenzin.cz/
50.2530377,12.5610286,Tavi Oil,,Mo-Fr 05:00-22:00; Sa-Su 07:00-22:00,,39.65,,40.81,,24.08,17-06-2026,https://www.mbenzin.cz/
49.7094411,18.0420902,Tank Ono,Tank Ono,24/7,,37.1,,39.3,,23.09,17-06-2026,https://www.mbenzin.cz/
49.604676,18.1473156,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.9,,41.64,,23.91,17-06-2026,https://www.mbenzin.cz/
50.3617889,14.7929221,"KM-Prona, Bezno","KM - PRONA, a.s.",06:00-20:00,,38.6,,40.68,,23.61,17-06-2026,https://www.mbenzin.cz/
50.4050641,14.8937334,"KM-Prona, Mladá Boleslav","KM - PRONA, a.s.","Mo-Fr 06:00-22:00; Sa,Su 07:00-21:00",,38.39,,40.57,,24.34,17-06-2026,https://www.mbenzin.cz/
49.7007725,18.2209226,Vena-Trade Brušperk,"VENA-TRADE, s.r.o.",Mo-Fr 06:00-19:00; Sa 08:00-15:00; Su off,,39.04,,41.58,,24.4,17-06-2026,https://www.mbenzin.cz/
50.0807739,14.5122413,Amodo,Amodo s.r.o.,Mo-Fr 06:00-20:00; Sa-Su 07:00-20:00,,39.77,,41.31,,24.15,17-06-2026,https://www.mbenzin.cz/
49.9470164,14.6532653,"KM-Prona, Strančice","KM - PRONA, a.s.",24/7,,39.41,,40.28,,23.77,17-06-2026,https://www.mbenzin.cz/
50.4581869,16.1855567,KM-Prona,"KM - PRONA, a.s.",05:00-22:00,,38.78,,40.58,,23.82,17-06-2026,https://www.mbenzin.cz/
50.6931033,15.7469539,"KM-Prona, Pec pod Sněžkou","KM - PRONA, a.s.",06:00-20:00,,38.4,,40.62,,23.7,17-06-2026,https://www.mbenzin.cz/
50.700152,14.7857367,"KM-Prona, Stráž pod Ralskem","KM - PRONA, a.s.","Mo-Fr 06:00-19:00; Sa,Su 07:00-19:00",,39.0,,41.29,,23.7,17-06-2026,https://www.mbenzin.cz/
49.1876018,14.8454414,"KM-Prona, Kardašova Řečice","KM - PRONA, a.s.",05:00-22:00,,39.3,,40.57,,23.61,17-06-2026,https://www.mbenzin.cz/
50.2000886,15.2951746,"KM-Prona, Městec Králové","KM - PRONA, a.s.",05:00-22:00,,38.76,,40.32,,23.6,17-06-2026,https://www.mbenzin.cz/
50.3948251,14.1237101,"KM-Prona, Budyně nad Ohří","KM - PRONA, a.s.",06:00-20:00,,39.06,,40.43,,24.11,17-06-2026,https://www.mbenzin.cz/
50.4353734,15.7970207,"KM-Prona, Dvůr Králové nad Labem","KM - PRONA, a.s.",06:00-22:00,,39.31,,41.07,,24.08,17-06-2026,https://www.mbenzin.cz/
50.6753217,14.5174217,"KM-Prona, Česká Lípa - Dubice","KM - PRONA, a.s.",06:00-20:00,,39.09,,40.46,,24.01,17-06-2026,https://www.mbenzin.cz/
50.6819022,14.5642124,"KM-Prona, Česká Lípa - Liberecká ulice","KM - PRONA, a.s.",24/7,,39.28,,41.35,,24.28,17-06-2026,https://www.mbenzin.cz/
50.7684233,14.536565,"KM-Prona, Nový Bor, Okrouhlá","KM - PRONA, a.s.",06:00-22:00,,39.07,,41.45,,24.12,17-06-2026,https://www.mbenzin.cz/
50.4406027,15.582191,EuroOil Lázně Bělohrad,"Čepro, a.s.",Mo-Su 06:00-20:00,,39.49,,41.59,,24.68,17-06-2026,https://www.mbenzin.cz/
50.7565039,15.0518369,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.65,,40.57,,24.68,17-06-2026,https://www.mbenzin.cz/
49.8291323,17.5348031,RoBiN OIL Dvorce,RoBiN OIL s.r.o.,May-Sep 06:00-22:00; Oct-Apr 06:00-21:00,,39.69,,40.83,,23.9,17-06-2026,https://www.mbenzin.cz/
50.5178011,14.13743,Orlen,,24/7,,39.48,,41.88,,24.33,17-06-2026,https://www.mbenzin.cz/
50.4811241,14.08133,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.49,,41.11,,24.36,17-06-2026,https://www.mbenzin.cz/
50.2178685,12.1766915,Free1 GAS Aš II,TOP TANK s.r.o.,6:00-23:00,,39.83,,40.67,,24.28,17-06-2026,https://www.mbenzin.cz/
50.1006779,12.3858364,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.54,,41.77,,24.26,17-06-2026,https://www.mbenzin.cz/
50.4599498,13.4032744,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.68,,41.89,,24.31,17-06-2026,https://www.mbenzin.cz/
50.047015,15.7658263,OMV,OMV Česká republika,24/7,,40.36,,42.89,,24.42,17-06-2026,https://www.mbenzin.cz/
50.4804548,14.0843243,OMV,OMV Česká republika,24/7,,40.17,,42.03,,24.56,17-06-2026,https://www.mbenzin.cz/
50.4836399,13.4370942,,,,,39.26,,41.17,,24.58,17-06-2026,https://www.mbenzin.cz/
48.980734,14.5015231,EuroOil České Budějovice,"Čepro, a.s.",Mo-Su 05:00-22:00,,39.41,,41.23,,24.51,17-06-2026,https://www.mbenzin.cz/
49.8041108,18.2871529,OMV,OMV Česká republika,24/7,,40.76,,43.04,,24.98,17-06-2026,https://www.mbenzin.cz/
49.1533277,16.3497647,,,"Mo-Fr 06:30-19:00; Sa,Su 07:00-19:00",,39.75,,41.73,,24.14,17-06-2026,https://www.mbenzin.cz/
50.5389277,15.365625,Kontakt Lomnice nad Popelkou,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-21:00, Sa-Su 07:00-21:00",,38.88,,41.3,,24.25,17-06-2026,https://www.mbenzin.cz/
50.9324963,15.2194727,Kontakt Nové Město,"Kontakt - služby motoristům, spol. s r.o.",24/7,,38.89,,40.7,,24.12,17-06-2026,https://www.mbenzin.cz/
50.4708251,15.3413347,Kontakt Podůlší u Jičína,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-21:00, Sa-Su 07:00-21:00",,39.42,,41.45,,24.18,17-06-2026,https://www.mbenzin.cz/
50.6611991,15.0022954,Kontakt Český Dub,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 05:30-20:00, Sa-Su 07:00-19:00",,39.33,,41.3,,24.31,17-06-2026,https://www.mbenzin.cz/
50.7735499,15.0461781,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.5,,41.53,,24.65,17-06-2026,https://www.mbenzin.cz/
50.7602246,15.0902894,"KM-Prona, Liberec-Kunratická","KM - PRONA, a.s.",05:00-22:00,,38.96,,41.29,,23.9,17-06-2026,https://www.mbenzin.cz/
50.8519682,14.8616356,EuroOil Hrádek nad Nisou,"Čepro, a.s.",Mar-Oct 05:00-22:00;Nov-Feb 05:00-21:00,,39.44,,41.69,,23.91,17-06-2026,https://www.mbenzin.cz/
50.7095047,15.1759802,"EuroOil Jablonec nad Nisou, Vrkoslavice","Čepro, a.s.",Mo-Su 05:00-21:00,,38.91,,41.5,,24.29,17-06-2026,https://www.mbenzin.cz/
50.7197674,15.1623603,Shell,"Shell Czech Republic, a.s.",24/7,,40.67,,42.75,,24.98,17-06-2026,https://www.mbenzin.cz/
50.6285595,16.2314758,,,,,38.87,,40.61,,24.38,17-06-2026,https://www.mbenzin.cz/
50.7624949,15.3201798,"MOL, Desná","MOL Česká republika, s.r.o.",Mo-Su 06:00-20:00,,40.33,,42.3,,24.64,17-06-2026,https://www.mbenzin.cz/
50.7888941,14.2884319,G.A.S. Petroleum,G.A.S. Petroleum Group,Mo-Su 05:30-22:00,,39.7,,40.62,,24.54,17-06-2026,https://www.mbenzin.cz/
50.7675302,14.5406306,MOL Nový Bor,"MOL Česká republika, s.r.o.",Mo-Su 06:00-22:00,,40.55,,42.18,,24.79,17-06-2026,https://www.mbenzin.cz/
50.6819463,15.156078,MOL Rychnov u Jablonce nad Nisou,"MOL Česká republika, s.r.o.",Mo-Su 06:00-20:00,,40.51,,41.73,,24.37,17-06-2026,https://www.mbenzin.cz/
49.7746751,16.941584,Vena-Trade Mohelnice,"VENA-TRADE, s.r.o.",,,38.83,,41.45,,24.02,17-06-2026,https://www.mbenzin.cz/
50.4429323,15.8222625,"MOL, Dvůr Králové nad Labem","MOL Česká republika, s.r.o.",05:00-22:00,,40.68,,42.49,,24.75,17-06-2026,https://www.mbenzin.cz/
50.1836364,12.5568766,MOL Habartov,"MOL Česká republika, s.r.o.",Mo-Fr 05:00-21:00; Sa-Su 07:00-21:00,,40.57,,42.34,,24.26,17-06-2026,https://www.mbenzin.cz/
50.4862383,14.1751296,MOL Hrdly,"MOL Česká republika, s.r.o.",,,40.01,,41.96,,24.61,17-06-2026,https://www.mbenzin.cz/
50.403259,15.8895174,MOL,,,,40.1,,42.18,,24.36,17-06-2026,https://www.mbenzin.cz/
50.2198834,12.1821908,MOL,"MOL Česká republika, s.r.o.",Apr-Sep 05:00-22:00; Oct-Mar 05:00-21:00,,40.4,,42.71,,24.77,17-06-2026,https://www.mbenzin.cz/
49.5285703,16.2544786,"MOL, Bystřice n. Pernštejnem","MOL Česká republika, s.r.o.",05:00-22:00,,40.39,,41.86,,24.54,17-06-2026,https://www.mbenzin.cz/
50.46211,13.4071457,"MOL, Chomutov Lipská","MOL Česká republika, s.r.o.",05:00-22:00,,40.46,,41.85,,24.13,17-06-2026,https://www.mbenzin.cz/
50.0211299,15.7325155,MOL,"MOL Česká republika, s.r.o.",24/7,,40.37,,41.58,,24.87,17-06-2026,https://www.mbenzin.cz/
49.758619,13.4058656,MOL,MOL Česká republika,Mo-Su 05:30-22:00,,40.19,,41.62,,24.62,17-06-2026,https://www.mbenzin.cz/
50.0613869,14.4710638,MOL,MOL Česká republika,24/7,,39.97,,42.11,,24.59,17-06-2026,https://www.mbenzin.cz/
50.6227014,15.6291128,"MOL, Vrchlabí II.","MOL Česká republika, s.r.o.",05:00-22:00,,40.72,,41.89,,24.65,17-06-2026,https://www.mbenzin.cz/
50.5159378,14.9723125,Orlen,,05:00-22:00,,39.44,,41.21,,24.23,17-06-2026,https://www.mbenzin.cz/
50.7009911,14.5432482,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,38.95,,40.63,,24.11,17-06-2026,https://www.mbenzin.cz/
50.093348,12.840727,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.42,,41.83,,24.37,17-06-2026,https://www.mbenzin.cz/
50.3164991,12.7521106,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.77,,41.44,,24.69,17-06-2026,https://www.mbenzin.cz/
50.0572552,15.7606553,Kiwi Pardubice,,24/7,,39.02,,41.1,,23.9,17-06-2026,https://www.mbenzin.cz/
50.0601105,15.7528851,EUROBIT,,,,38.97,,40.41,,24.31,17-06-2026,https://www.mbenzin.cz/
49.754944,13.3107001,"Benzina Plzeň, Křimice","Benzina, s.r.o.",05:00-22:00,,39.99,,41.56,,24.39,17-06-2026,https://www.mbenzin.cz/
49.6434356,13.1675004,Benzina Stod,"Benzina, s.r.o.",05:00-22:00,,39.26,,41.74,,24.18,17-06-2026,https://www.mbenzin.cz/
49.7464031,13.4412711,Orlen,Orlen Unipetrol RPA,24/7,,39.81,,41.09,,24.52,17-06-2026,https://www.mbenzin.cz/
49.1388944,13.2280124,Orlen,Orlen Unipetrol RPA,24/7,,39.27,,40.77,,24.25,17-06-2026,https://www.mbenzin.cz/
50.1229118,14.477533,"MOL,Střížkov, Liberecká, do centra","MOL Česká republika, s.r.o.",24/7,,40.75,,42.59,,24.2,17-06-2026,https://www.mbenzin.cz/
50.1805327,15.0269388,RoBiN OIL Nymburk,RoBiN OIL s.r.o.,24/7,,39.56,,40.82,,24.51,17-06-2026,https://www.mbenzin.cz/
48.8058304,16.6256211,Shell,Shell Czech Republic,24/7,,41.02,,43.16,,24.73,17-06-2026,https://www.mbenzin.cz/
48.8067738,16.6273748,Maroli,,24/7,,39.37,,41.49,,23.97,17-06-2026,https://www.mbenzin.cz/
50.616204,15.1118188,Čerpací stanice Paceřice,,,,39.12,,41.75,,24.21,17-06-2026,https://www.mbenzin.cz/
49.921529,18.0969541,Prim Dolní Benešov,PETRA s.r.o.,06:00-19:00,,39.22,,41.3,,23.96,17-06-2026,https://www.mbenzin.cz/
48.8261879,16.9816574,,,,,39.18,,41.44,,24.14,17-06-2026,https://www.mbenzin.cz/
50.3142881,14.6134772,Avia Byšice,,"06:00-21:00; Sa,Su 07:00-21:00",,38.72,,40.51,,23.7,17-06-2026,https://www.mbenzin.cz/
50.4955721,16.0720932,RoBiN OIL Rtyně,RoBiN OIL s.r.o.,05:00-23:00,,39.55,,40.6,,24.49,17-06-2026,https://www.mbenzin.cz/
49.375435,16.6464507,LPG,Hunsgas,,,39.6,,40.83,,23.94,17-06-2026,https://www.mbenzin.cz/
49.058847,17.4660839,Orlen,Orlen Unipetrol RPA,24/7,,39.05,,41.22,,24.65,17-06-2026,https://www.mbenzin.cz/
50.4064257,14.0378977,Transfera,,,,39.58,,40.94,,24.31,17-06-2026,https://www.mbenzin.cz/
49.1115923,16.3771621,ČS Benzín,,"Mo-Fr 05:30-21:30; Sa,Su 06:00-21:00",,39.0,,40.62,,24.36,17-06-2026,https://www.mbenzin.cz/
50.4720729,16.1794912,EuroOil Hronov,"Čepro, a.s.",Mo-Su 05:00-21:00,,37.15,,39.04,,23.01,17-06-2026,https://www.mbenzin.cz/
49.2364343,17.6669265,"Benzina - Zlín, Jižní Svahy","Unipetrol RPA, s.r.o. – Benzina",05:00-23:00,,39.27,,41.13,,24.59,17-06-2026,https://www.mbenzin.cz/
49.7269664,18.1946819,Orlen,,05:00-22:00,,39.15,,41.2,,24.7,17-06-2026,https://www.mbenzin.cz/
49.8989061,18.433886,Prim Dolní Lutyně,PETRA s.r.o.,24/7,,39.1,,40.52,,24.48,17-06-2026,https://www.mbenzin.cz/
49.8957196,18.4413273,Orlen,,Mo-Fr 05:00-21:00; Sa-Su 07:00-21:00,,39.72,,41.56,,24.06,17-06-2026,https://www.mbenzin.cz/
49.8606019,18.5262537,,,,,39.66,,40.77,,24.68,17-06-2026,https://www.mbenzin.cz/
49.8574729,18.5287441,Orlen,,24/7,,39.07,,41.89,,24.35,17-06-2026,https://www.mbenzin.cz/
49.1903759,16.6318935,"MOL, Brno - Olomoucká","MOL Česká republika, s.r.o.",05:00 - 22:00,,40.09,,42.69,,24.78,17-06-2026,https://www.mbenzin.cz/
49.1458395,13.5455524,RoBiN OIL Kašperské Hory,RoBiN OIL s.r.o.,"PH,Mo-Su 05:00-23:00",,39.84,,41.57,,24.49,17-06-2026,https://www.mbenzin.cz/
50.4815755,13.6202613,RoBiN OIL Čepirohy,RoBiN OIL s.r.o.,24/7,,39.72,,40.84,,24.65,17-06-2026,https://www.mbenzin.cz/
49.4198913,14.6409868,LPG,,,,38.99,,41.17,,23.98,17-06-2026,https://www.mbenzin.cz/
49.4238199,14.0357035,ČS Mirotice,,,,39.3,,40.72,,24.68,17-06-2026,https://www.mbenzin.cz/
49.0974113,16.3709796,plus oil,,Mo-Su 06:00-22:00,,39.68,,41.11,,24.17,17-06-2026,https://www.mbenzin.cz/
48.744237,16.7687376,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-21:00,,39.72,,41.02,,24.3,17-06-2026,https://www.mbenzin.cz/
49.0545775,16.6649226,"ZEROGAS LITAVA, s.r.o.",,Mo-Fr 05:00-22:00; Sa-Su 7:00-21:00,,39.46,,41.68,,24.19,17-06-2026,https://www.mbenzin.cz/
50.1888135,16.0068792,Benzina - Třebechovice pod Orebem,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,39.48,,41.44,,23.97,17-06-2026,https://www.mbenzin.cz/
48.935184,16.7306099,Rudolf Hádlík s.r.o.,,,,39.97,,41.19,,24.59,17-06-2026,https://www.mbenzin.cz/
48.9890752,16.6777079,BEST FUEL,,,,39.9,,41.39,,24.15,17-06-2026,https://www.mbenzin.cz/
49.1844061,16.7016885,Eurobit Brno-Podolí,EUROBIT - čerpací stanice s.r.o.,,,38.91,,40.39,,23.83,17-06-2026,https://www.mbenzin.cz/
48.9816247,14.5030451,Tomo tank,Tomo tank,,,39.81,,40.68,,24.13,17-06-2026,https://www.mbenzin.cz/
48.9800994,14.4975907,,,,,39.12,,41.59,,24.36,17-06-2026,https://www.mbenzin.cz/
48.9875804,14.4973751,Lašek,Lašek,"Mo-Fr 06:30-19:00 open ""s obsluhou"" || Mo-Su 00:00-24:00 open ""tankomat""",,39.76,,41.62,,24.69,17-06-2026,https://www.mbenzin.cz/
49.0230197,16.2503174,,Lehký,,,39.23,,40.97,,24.58,17-06-2026,https://www.mbenzin.cz/
50.5568811,13.6016519,Orlen,,24/7,,39.74,,40.98,,24.35,17-06-2026,https://www.mbenzin.cz/
49.9438039,15.7969213,Nikey,,24/7,,39.88,,40.64,,24.65,17-06-2026,https://www.mbenzin.cz/
49.231865,14.4275502,AN,autoservis Novotný,"Mo-Su 06:00-21:00 || ""tankautomat""",,39.33,,41.23,,23.95,17-06-2026,https://www.mbenzin.cz/
49.8430274,13.9039068,Medos,,,,39.1,,41.28,,24.07,17-06-2026,https://www.mbenzin.cz/
50.3255305,15.7364056,EuroOil Cerekvice nad Bystřicí,"Čepro, a.s.",Mo-Su 06:00-20:00,,39.36,,41.54,,24.44,17-06-2026,https://www.mbenzin.cz/
50.0572515,14.5120849,RoBiN OIL Praha - Švehlova,RoBiN OIL s.r.o.,24/7,,39.67,,40.85,,23.91,17-06-2026,https://www.mbenzin.cz/
49.7963438,16.6791321,,,,,38.95,,41.37,,24.22,17-06-2026,https://www.mbenzin.cz/
49.8446052,18.3083871,AMI Trade,,,,39.69,,40.82,,24.53,17-06-2026,https://www.mbenzin.cz/
50.6498688,13.3718806,Free1 GAS Brandov,TOP TANK s.r.o.,off,,39.57,,41.67,,24.69,17-06-2026,https://www.mbenzin.cz/
50.3010677,15.1785731,,,,,39.95,,41.1,,24.18,17-06-2026,https://www.mbenzin.cz/
48.9235537,17.1005057,M+P Word,,06:00-21:00,,39.62,,41.76,,24.18,17-06-2026,https://www.mbenzin.cz/
50.6989946,14.5415608,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.96,,40.71,,24.14,17-06-2026,https://www.mbenzin.cz/
49.8598357,15.6891602,Indikon,Indikon,24/7,,39.83,,41.25,,24.3,17-06-2026,https://www.mbenzin.cz/
49.1832775,16.6736378,Tank Ono - ČS Brno-Hviezdoslavova,Tank ONO s.r.o.,24/7,,36.48,,39.33,,22.95,17-06-2026,https://www.mbenzin.cz/
49.4990855,18.7635219,OMV,,24/7,,40.36,,42.38,,24.69,17-06-2026,https://www.mbenzin.cz/
50.034885,16.5001922,Coop 24,Coop Konzum,24/7,,39.06,,41.58,,24.08,17-06-2026,https://www.mbenzin.cz/
49.0890398,16.7475697,,,,,39.8,,40.62,,24.14,17-06-2026,https://www.mbenzin.cz/
49.7600428,16.4774191,ČSAD,,,,39.3,,41.83,,23.95,17-06-2026,https://www.mbenzin.cz/
49.9335079,17.9166793,,,06:00-22:00,,39.31,,41.44,,24.38,17-06-2026,https://www.mbenzin.cz/
49.1844597,16.6605189,Samoobslužná čerpací stanice,,Mo-Su 05:00-22:15,,39.37,,41.09,,24.12,17-06-2026,https://www.mbenzin.cz/
50.0706198,14.5411719,Tank ONO - ČS Praha - Štěrboholy,Tank ONO s.r.o.,24/7,,37.27,,39.6,,23.0,17-06-2026,https://www.mbenzin.cz/
50.1639617,15.3911078,Avia Lovčice,,Mo-Fr 05:30-19:00; Sa 08:00-19:00; Su 09:00-19:00,,39.05,,41.11,,24.05,17-06-2026,https://www.mbenzin.cz/
49.3255426,17.5529717,"AUTOCORRECT, s.r.o.",,Mo-Su 08:00-17:00,,39.65,,40.95,,23.96,17-06-2026,https://www.mbenzin.cz/
49.274983,16.013916,,,"Mo-Fr 06:00-19:00; Sa,Su 08:00-18:00",,38.93,,40.95,,24.02,17-06-2026,https://www.mbenzin.cz/
49.1846743,16.4030805,Benzina - Rosice,"Unipetrol RPA, s.r.o. – Benzina",24/7,,39.53,,41.24,,24.17,17-06-2026,https://www.mbenzin.cz/
50.1598149,15.4440302,"KM-Prona, Chlumec nad Cidlinou","KM - PRONA, a.s.",05:00-22:00,,39.04,,40.94,,23.73,17-06-2026,https://www.mbenzin.cz/
49.9531829,14.5298956,Frost Logistics,,24/7,,39.25,,41.19,,24.0,17-06-2026,https://www.mbenzin.cz/
49.8477897,18.2943647,OMV,,24/7,,41.13,,43.0,,24.32,17-06-2026,https://www.mbenzin.cz/
48.8517558,17.1178345,Prim,Petra,Mo-Su 06:00-21:00,,39.68,,41.43,,24.12,17-06-2026,https://www.mbenzin.cz/
49.4623202,16.5773535,"Eurobit, Voděrady",EUROBIT - čerpací stanice s.r.o.,24/7,,39.45,,41.18,,23.76,17-06-2026,https://www.mbenzin.cz/
